id,food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density
117,blueberry pancakes,84,3.5,0.8,0.9,1.6,11,0,2.3,0,21.3,0.2,20.2,23,16,93,44,0.1,0.6,0.2,54,0.8,0,0,0,78.3,31,0.7,6.1,89,57.4,52.4,10,0.2,96631
118,chimichanga with beef cheese,443,23.4,11.2,9.4,0.7,39.3,0,20.1,0,51.2,1,96.4,0.1,0.4,52,12,0.9,4.7,1.8,0.2,2.7,0,0,0,237.9,0.4,3.8,60.4,0.5,186.7,203.1,85,3.4,327.3
119,egg cheese sandwich,340,19.4,6.6,8.3,2.6,25.9,0,15.6,0,290.5,0.8,82.2,0.2,0.3,21,28,0.6,2.1,0.9,0.1,1.5,0,0,0,224.8,0.1,3,21.9,0.2,302.2,188.3,67,1.6,290.4
120,biscuit with egg bacon,458,31.1,8,13.4,7.5,28.6,3.3,17,0.8,352.5,1.3,70,82,0.1,38,40,0.2,2.4,1.2,0.1,2.7,66,2,98,189,0.1,3.7,24,0.3,238.5,250.5,59,1.6,272958
121,pupusas con queso,300,15.5,7.6,4,1.8,26.2,1.4,13.7,3.4,37.4,0.5,58.9,0.1,99,0,66,0.1,0.6,0.4,0.2,0,0,0.5,73,380.3,81,0.7,42.1,0.1,317.1,140.4,70,2.2,439.9
122,apple croissant,145,5,2.8,1.4,0.4,21.1,0,4.2,1.4,17.7,0.2,26,31,0.1,22,35,22,0.9,0.3,38,0.3,0,0,0,17.1,6,0.6,7.4,0.1,33.1,51.3,24,0.6,49733
123,refried red beans,336,16.1,2.2,3.9,10.2,36,0,11.7,11,0.0,0.9,164.8,0,53,94,0,92,1.5,0.4,0.2,0,0,2.4,0,76.9,0.5,4.5,83.9,0.7,212,722.3,58,1.6,156.2
124,tostada with guacamole,180,11.6,4.9,4.2,1.5,16,0,6.2,0,19.6,0.4,94.6,16,92,4,47,0.3,1,1,0.1,1.8,0,0,0,211.4,0.1,0.8,36.5,0.2,116.1,324.9,96,2,247853
125,chicken sandwich,468,20.9,4,8.4,5.9,39.1,6.8,30.4,2.6,65.5,1.4,91.5,77,30,0.4,0.1,53,0.6,14.4,0.6,0.7,1.5,31,4.5,12,108.5,0.2,3.3,44.9,0.5,346,458.2,64,94051
126,fried rice,228,3.2,0.7,0.8,1.3,43.4,0.6,6.5,1.5,32.2,0.6,85.4,76,52,76,0,88,0.9,0,66,0,59,0.2,81,19.6,0.1,1,14,0.6,77,123.2,62,1.1,75203
127,pupusas del cerdo,283,12.7,3.9,4.8,2.7,28.1,1.8,14,3.2,35.4,0.5,64.8,64,0.1,0,57,0.1,2.9,0.8,0.3,0,0,0.4,16,59.8,60,1.2,46.4,0.2,197.6,311.1,91,2,119087
128,turkey pot pie,699,34.9,11.4,13.7,5.5,70.3,0,25.8,4.4,63.5,1.4,260.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,139.4
129,cheese croissant,331,16.7,8.5,5.2,1.9,37.6,9.1,7.4,2.1,45.6,0.3,16.8,0.2,0.4,25,68,0.3,1.7,0.7,64,0.2,0,1.2,22,42.4,18,1.7,19.2,0.3,104,105.6,27,0.8,108.3
130,chimichanga with beef,425,19.7,8.5,8.1,1.1,42.8,0,19.6,0,8.7,0.9,88.2,0,0.5,68,42,0.6,5.8,2.1,0.3,4.7,0,0,0,62.6,0.4,4.5,62.6,0.6,123.5,586.4,29,5,153.9
131,french toast with butter,178,9.4,3.9,3.5,1.2,18,0,5.2,0,58.1,0.3,34.2,88,0.3,83,84,0.2,2,0.3,4,4,0,0,0,36.5,72,0.9,8.1,0.1,72.9,88.4,65,0.3,70093
132,ham egg cheese sandwich,347,16.3,7.4,5.7,1.7,30.9,0,19.2,0,246.0,1,73.1,0.2,0.4,42,95,0.6,4.2,0.9,0.2,2.7,0,0,0,211.6,0.1,3.1,25.7,0.2,346.1,210.2,67,2,284.0
133,english muffin with butter,189,5.8,2.4,1.5,1.3,30.4,0,4.9,0,12.6,0.4,20.6,89,0.3,98,0,0.3,2.6,0.1,5,0.8,0,0.1,0,102.7,98,1.6,13.2,0.2,85.1,69.3,92,0.4,146209
134,savoury noodle one pan dinner tandaco,172,1.2,0.5,32.9,3.6,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7
135,ham cheese sandwich,352,15.5,6.4,6.7,1.4,33.3,0,20.7,0,58.4,0.8,74.2,19,0.3,70,26,0.5,2.7,1,0.2,2.8,0,0.3,0,129.9,0.2,3.2,16.1,0.1,151.8,290.5,78,1.4,205416
136,sweet gefilte fish,35,0.7,0.2,0.3,0.1,3.1,0,3.8,0,12.6,0.2,33.7,62,28,64,76,24,0.4,85,67,0.3,0,0,0,9.7,10,1,3.8,51,30.7,38.2,38,0.3,18677
137,poached egg,72,4.7,1.6,1.8,1,0.4,0.2,6.3,0,185.0,0.1,37.9,88,59,51,61,0.2,22,0.8,90,0,84,0.5,32,28,71,0.9,6,44,98.5,69,14,0.6,40398
138,tostada with beef cheese,315,16.3,10.4,3.3,1,22.8,0,19,0,40.8,0.9,101.1,22,34,76,69,0.6,3.1,1.9,0.2,2.6,0,0,0,216.8,0.3,2.9,63.6,0.5,179.3,572.1,93,3.7,280498
139,tostada with beans cheese,223,9.9,5.4,3.1,0.7,26.5,0,9.6,0,30.2,0.5,95.4,11,0.1,50,17,0.3,1.3,1.1,0.2,1.3,0,0,0,210.2,0.2,1.9,59,0.4,116.6,403.2,72,1.9,259467
140,pork tamale,247,12.8,3.8,4.6,2.9,22.4,0.7,10.4,3.4,28.4,0.7,93.8,37,45,0,45,50,1.8,0.5,0.2,0,0,0.8,33,106.5,43,1.2,36.9,0.3,170.4,215.8,48,1.7,156766
141,nachos with cheese,274,17.2,1.7,11.2,4,27.9,1.7,3.5,2.6,2.4,0.3,29.9,44,90,65,41,6,0.1,0.5,0.9,0.2,0.9,0,3.3,50,50.4,29,0.6,33.6,0.2,158.4,289.6,68,51581
142,pulled pork in barbecue sauce,418,11,3.5,4.5,1.9,46.7,37.8,32.8,3,87.2,1.7,151.9,0,0.4,42,67,0.3,7.5,2,0.6,0.5,64,2.2,99,109.6,0.2,3.1,54.8,0.2,400.9,759.5,49,4.6,206.7
143,baked potato with cheese sauce,474,28.7,10.6,10.7,6,46.5,0,14.6,0,17.8,0.4,194.6,0.3,0.2,78,10,0.2,3.3,1.3,0.7,26,0,0,0,310.8,0.6,3,65.1,0.5,319.7,1166.20,42,1.9,429.9
144,baked beans,310,10.3,3.9,4.3,1.5,43.3,0,11.1,11,10.0,0.8,130.3,0,0,0.3,31,0,36,0.8,0.3,0.2,2.2,0,0,0,122,0.3,4,86,0.5,218,716,52,76.2
145,arroz con frijoles,220,5.6,1.1,1.3,2.3,35.6,1.3,6.8,5,0.0,0.6,95.6,0,0.2,0,0,24,1.5,0.4,71,0,0,0.7,96,54,0.2,2.3,38,0.6,127,327,69,1.1,109.3
146,taco with beef cheese lettuce,156,8.8,3,3,2.1,13.7,0.6,6.1,2.7,19.3,0.3,39.3,43,70,25,75,98,1.1,0,56,0.3,60,0.4,57,61.4,5,0.8,22.1,0.2,122.8,144.2,83,1.2,93825
147,burrito with beans cheese beef,165,6.6,3.6,2.2,0.5,19.8,0,7.3,0,61.9,0.5,65.9,0,0.2,34,45,0.4,1.9,0.8,0.1,2.5,0,0,0,65,0.2,1.9,25.4,0.2,70,205,51,1.2,103.1
148,egg mix,30,2.2,0.8,0.8,0.4,98,91,2.4,0,81.5,12,0.1,78,92,91,85,69,93,73,0.3,34,0,49,0.2,78,12.2,55,0.4,1.7,15,31.5,27,43,4876
149,falafel,57,3,0.4,1.7,0.7,5.4,0,2.3,0,0.0,81,5.9,0,0,6,9,0,74,0.2,11,10,0.3,0,0,0,9.2,2,0.6,13.9,0.1,32.6,99.5,18,10763
150,taco salad with chili con carne,193,8.8,4,3,1,17.7,0,11.6,0,3.5,0.6,133.6,0.1,0.1,67,63,0.3,1.7,1,0.3,2.3,0,0,0,163.6,0.2,1.8,34.8,0.2,102.7,261,0,2.2,205.9
151,wonton wrappers,93,0.5,22,33,0.2,18.5,0,3.1,0.6,2.9,0.2,9.2,97,0.2,82,0,0.1,1.7,51,7,0,0,0,0,15,39,1.1,6.4,0.2,25.9,26.2,20,0.2,38815
152,hushpuppies,512,20.5,3.2,5,11,69.9,3.1,11.7,4.3,68.4,1,44.1,74,0.5,0.1,8,0.5,4.2,0.5,0.2,0.3,0,1.9,10,422.6,0.1,4.6,36.5,0.3,287.3,218.9,78,1,533994
153,chicken pot pie,598,34.6,12.6,11.9,8.3,57.3,7.2,14.6,3,51.3,1.2,191.6,0,0.2,0.1,24,30,4.5,1.1,0.2,3,24,1.1,34,63.4,0.1,1.8,33.2,0.6,226.5,317.1,3,1.3,177.7
154,general tsos chicken,1578,87.5,14.8,20.8,40.1,128.3,62.1,69,4.8,283.6,2.3,241.6,81,0.1,49,80,0.6,15.3,3.3,1.1,8.6,15,6.5,0.2,64.2,0.2,6.2,96.3,0.4,679.5,1075.40,65,7,368673
155,burrito with beans cheese,379,11.2,4.3,2.3,4.1,57.8,3.2,13.6,7.8,9.3,1,98.4,33,0.4,0.2,81,0.2,3.7,0,0.2,0.7,20,1,20,229.4,0.3,4.4,62.9,0.8,301.6,482.9,40,1.6,324946
156,vegetarian fillets,247,15.3,2.4,3.7,7.9,7.7,0.7,19.6,5.2,0.0,0.4,38.3,0,0.9,26,14,0.8,10.2,0,1.3,0,0,2.9,0,80.8,0.8,1.7,19.6,0,382.5,510,43,1.2,130.3
157,biscuit with egg sausage,505,33.6,10.4,16.2,4.8,34.1,1.5,18,0.3,260.8,1.1,72.1,71,0.5,35,83,0.4,4,1.5,0.1,0,47,1.5,42,82.6,0.4,3.1,21.1,0.2,505.4,241.4,2,1.5,171757
158,chicken chow mein,513,16.9,3,3.7,7.4,50.1,10.5,40.8,6,96.6,1.9,489.3,93,0.2,0,92,0.1,8.9,1.6,1.1,12.1,0,2.6,0.1,126.8,0.2,4,66.4,0.6,326.2,749,86,1.9,256797
159,fruit burrito,231,9.5,4.6,3.4,1.1,35,0,2.5,0,3.7,0.2,26.4,0,0.2,29,15,0.2,1.9,0.9,79,0.7,0,0,0,15.5,51,1.1,7.4,0.1,14.8,104.3,24,0.4,64.3
160,arroz con leche,369,9.3,4.8,2.6,1.1,63,38.6,8.1,1.3,20.2,0.3,170.5,0,88,0,62,0.2,0.8,1.3,18,0,0,0.5,0,227.7,30,0.6,27.8,0.3,210,359.3,6,1.3,310.0
161,caramel custard flan,444,12.3,5.5,3.9,1.2,69.7,70.8,13.9,0,275.4,0.2,208.2,0.1,92,36,50,0.6,0.3,1.6,0.1,0,0,0.7,81,254,53,1.2,27.5,21,293.8,361.1,50,1.4,351.2
162,gelatin dessert,167,0,0,0,0,38.3,36.4,3.3,0,0.0,0.2,227.9,0,0,64,0,15,62,71,0,0,0,0,0,8.1,87,94,2.7,21,59.4,2.7,79,14,49792
163,chocolate milk dessert,229,1.4,0.8,0.5,84,51.6,51.6,5.9,0,0.0,0.1,76.7,0,39,13,76,0.4,0.1,0,74,1,0,0,0,211,100,20,61.7,0,168.5,456.2,53,0.6,270.99
164,chocolate mousse,338,24,13.7,7.5,1.3,24.1,22.2,6.2,0.9,210.0,81,94.4,0.2,58,30,99,0.3,0.2,0.8,22,0.2,0,0.8,44,144,0.1,0.8,30,23,175.5,214.5,47,1,200.4
165,dulce de leche,60,1.4,0.9,0.4,63,10.5,9.5,1.3,0,5.5,36,5.5,94,11,44,8,94,15,0.2,74,0.5,40,87,8,47.7,59,1,4.2,76,36.7,66.5,58,0.2,61415
166,apple crisp,454,9.7,1.9,3.8,3.2,87,55.5,4.9,3.9,0.0,1,177.4,1,0.2,39,0,0.2,2.4,0.3,0.1,6.2,0,1.1,56,98.7,0.2,2.3,22.6,0.4,79,220,55,0.5,212724
167,spinach spaghetti cooked,182,0.9,0.1,0.1,0.4,36.6,0,6.4,0,0.0,61,95.4,0,0.1,86,0,0.1,2.1,0.3,0.1,0,0,0,0,42,0.3,1.5,86.8,2.1,151.2,81.2,45,1.5,87.4
168,corn pasta cooked,176,1,0.1,0.3,0.5,39.1,0,3.7,6.7,0.0,0,95.6,0,74,15,0,32,0.8,0.2,30,0,0,0,0,1.4,2,0.4,50.4,0.2,106.4,43.4,81,0.9,52.3
169,spaghetti with meat sauce,255,2.9,1,0.9,0.9,43.1,7.4,14.3,5.1,17.0,0.7,220.2,0,0.3,0.1,77,3.8,0.5,0.2,0.2,15.3,0,1.4,2,50.9,0.4,3.5,42.5,0.6,138.7,407.5,61,1.4,135.1
170,pasta with meatballs in tomato sauce,273,13,5,5.7,0.9,28.3,7.2,10.6,6.9,23.0,0.7,199.5,52,0.2,89,42,0.3,5.1,0.5,0.2,7.7,61,2,27,30.6,0.2,3.3,35.7,0.6,117.3,359.6,23,1.5,100474
171,cheese tortellini,332,7.8,3.9,2.2,0.5,50.8,1,14.6,2.1,45.4,0.4,32.9,79,0.3,51,38,0.3,2.9,0,15,0,0,0.2,87,164.2,53,1.6,22.7,0,229,96.1,64,1.1,241181
172,pasta with sliced franks in tomato sauce,227,6,2.5,2.5,1,32,8,11,4,22.7,0.7,197.1,54,0.2,0.1,31,0.2,2.9,0.6,0.2,9.6,70,1.9,72,151.2,0.3,2.3,35.3,0.3,108.4,481.3,20,1.3,216154
173,lasagna,166,6.1,2.9,2.2,0.5,18.9,3.8,9,2.1,20.9,0.5,87.2,0.2,74,96,0,0,25,1.9,0.4,0.2,3.1,0,1,80,108.2,0.1,0.9,24.6,0.2,141.5,241.1,1,36675
174,macaroni cheese,310,9.4,3.1,4.2,2,43.7,3,12.6,2.3,15.1,0.9,120.2,0.2,15,0.3,0,20,0.2,2.2,0.8,56,0,0,1,0,160.7,0.1,2.2,28.4,0.4,442.3,151.2,0,68319
175,vegetable lasagna,316,13.7,5.5,3.3,2.6,32.2,5.8,15.6,4.3,31.8,1,161.7,52,0.3,12,98,0.4,1.8,0.4,0.2,2.5,0,1,82,340.5,0.2,1.2,47.7,0.4,317.8,385.9,87,2,410066
176,spinach egg noodles cooked,211,2.5,0.6,0.8,0.6,38.8,1.1,8.1,3.7,52.8,68,109.6,37,0.4,0.1,71,0.2,2.4,0.4,0.2,0,53,0.9,0.2,30.4,0.1,1.7,38.4,0.5,91.2,59.2,28,1,85297
177,cheese lasagna,316,13,5.1,3.8,2.5,33.6,10.3,15.9,4.1,31.6,0.7,176.9,84,0.3,36,93,0.4,3.3,0.5,0.2,41.6,0,2.1,97,269.7,0.3,3.1,51,0.5,260,442.3,59,2.2,381.08
178,pasta with tomato sauce,176,1.8,0.4,0.3,0.5,35.1,10.1,5.6,2.3,15.1,1,207,71,99,0.1,18,0,0.1,3.3,0,0.1,0,0,1.6,83,32.8,0.1,2.3,35.3,0.4,98.3,483.8,65,45091
179,spinach pasta cooked,37,0.3,78,73,43,7.1,0,1.4,0,9.3,4,19.4,39,84,41,69,91,0.3,79,71,0,0,0,0,5.1,93,0.3,6.8,44,16.1,10.5,0,0.2,14201
180,vegetable chicken soup,166,4.8,1.4,2.2,1,21.1,3.4,12.3,1,16.9,75,201,50,69,90,31,0.2,3.3,0,83,5.5,0,0.7,54,26.5,0.2,1.5,9.6,0,106,368.7,38,2.2,72737
181,bean ham soup,198,2.5,0.6,1,0.7,33.5,7.8,10.3,9.8,4.9,0.5,195.8,0,0.1,99,0,68,0.8,0.3,0.1,2.7,0,1,35,93.1,0.2,2.5,46.6,0.6,31.9,387.1,21,1.3,154.4
182,cream of chicken soup,227,14.5,4.3,5.2,2.7,18,1.4,6,0,20.2,1.8,208.5,0.1,64,27,0,0.1,1,0.5,0,0.3,0,1.4,52,35.3,0.3,2.7,10.1,0.2,78.1,123.5,84,0.7,76.9
183,tomato soup canned,139,3.3,1.8,0.8,0.3,22.6,16.5,6.3,1.5,10.1,0.5,216.7,14,36,97,61,0.3,1.4,0.5,0.2,15.9,70,0.5,83,173.9,0.2,1.4,30.2,0.2,156.2,461.2,67,0.9,224932
184,egg drop soup,65,1.5,0.4,0.5,0.3,10.3,0.2,2.8,1,55.4,0.9,223.8,2,13,21,0,79,0.4,0.3,96,15.7,80,0.3,41,16.9,81,0.6,4.8,23,36.2,53,28,0.2,48808
185,scotch broth,197,6.4,2.7,1.9,1.3,23,0,12.1,3,11.9,2.1,249.7,0,59,85,31,0.1,2.8,0.8,0.2,2.1,0,0.2,0,35.8,0.6,2,8.9,0.9,134.1,387.4,26,3.9,84.4
186,cream of onion soup,268,12.8,3.6,5.1,3.5,31.7,11.1,6.7,1.2,36.6,1.9,247.1,80,0.1,49,0,0.2,1.2,0.7,7,3.1,0,1.3,35,82.4,0.3,1.5,15.3,0.6,91.5,298.9,95,0.4,139473
187,chicken broth dry,10,0.2,55,13,69,1.1,0,0.7,0,0.6,1.2,0.1,0,52,62,30,18,0.2,9,89,70,0,74,0,9.1,0,59,2.7,49,9.2,18,75,79,11198
188,vegetable soup with beef broth,162,3.8,0.9,1.1,1.6,26.3,4,6,3.2,2.5,1.3,204.8,0.2,0.1,8,0,40,1.9,0.7,0.1,4.7,0,0.3,65,34.4,0.3,1.9,12.3,0.7,78.7,386.2,41,1.6,80.5
189,chili with beans canned,287,14.1,6,6,0.9,30.5,3,14.6,11.3,43.5,1.3,193.3,0,0.1,18,0,0.3,0.9,3.6,0.3,4.4,0,1.3,74,120.3,0.3,8.8,115.2,0.3,394.2,934.4,18,5.1,204.0
190,beef noodle soup,168,6.2,2.3,2.5,1,17.9,5.2,9.6,1.5,10.0,1.6,211.1,37,0.1,17,37,0.1,2.1,0.4,79,0.8,0,2.5,20,30,0.3,2.2,12.5,0.5,92.5,197.5,63,3.1,68232
191,consomme dry,17,0.2,0,0,0,1.9,1.1,2.2,0,0.0,0.8,235.9,0,0.1,48,0,0.2,1.3,51,39,0.2,0,33,0,12.5,21,0.2,7.5,80,14.9,57.3,58,82,17.2
192,chicken mushroom soup,126,6.1,1.6,2.7,1.5,15.1,1,2,4,10.1,0.8,101.3,40,19,65,30,0.1,1.6,0.3,46,0,0,0.8,61,29,48,0.9,8.8,0.1,27.7,158.8,46,1,57171
193,beef vegetable soup,120,2.9,1,0.7,0.9,15.4,3.1,8,3,17.5,0.8,220.6,0.3,94,85,27,86,2.4,0,0.3,9,0,1.1,40,45,49,1.3,25,0.2,120,435,2,1.4,84.9
194,black bean soup,234,3.4,0.9,1.2,1.1,39.6,6.4,12.4,17.5,0.0,2.5,193.6,0,0.1,0.2,0,0.1,1.1,0.4,0.2,0.5,0,0.9,35,90,0.8,3.9,84.8,1.3,192.8,642.5,0,2.8,167.3
195,split pea soup with ham bacon,189,3.1,0.9,1.2,0.6,28.6,0,11.6,4.1,4.1,1,88.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,49.5
196,cream of mushroom soup,199,13.4,2.4,3.1,7.3,17.1,1,3.4,1.8,0.0,1.7,213.4,57,20,8,0,79,0.9,0.4,35,0,71,1.3,24,30.2,16,0.5,7.6,28,60.5,161.3,93,0.3,66404
197,green pea soup,320,5.7,2.7,1.9,0.7,51.7,16.7,16.7,10,0.0,1.7,175.5,67,0.2,72,0,0.1,2.4,0.3,0.1,3.3,0,0.5,24,53.8,0.7,3.8,76.8,1.3,243.2,371.2,99,3.3,145005
198,chicken broth soup,78,2.6,0.8,1.2,0.6,1.9,0.9,11.1,0,2.5,1.6,231.7,0,54,92,67,0.1,5.6,0.1,35,0,0,48,0,15.1,0.3,1,5,0.5,151.2,428.4,24,0.5,31.7
199,chicken mushroom chowder soup,431,23.7,6.2,4.5,9.4,38.3,0,16.2,7.5,32.3,1.8,453.8,0,0,0,0,0,0,0,0,10.8,0,0,0,0,0,2.6,0,0,0,0,0,0,99.1
200,chicken dumplings soup,235,13.4,3.2,6.1,3.2,14.7,1.4,13.6,1.2,80.5,1.8,249.8,77,74,27,24,0.2,4.3,0.4,37,0,0,1.3,86,35.8,0.3,1.5,8.9,1.2,149,283.1,48,0.9,80269
201,chicken vegetable soup,148,5.6,1.7,2.5,1.2,17,3,7.1,1.7,16.9,1.7,207,28,61,93,76,0.1,2.4,0.3,13,1.9,0,0.6,36,33.9,0.2,1.7,12.1,0.7,79.9,304.9,1,0.7,68983
202,turkey vegetable soup,72,3,0.9,1.3,0.7,8.6,2.6,3.1,0.5,2.4,0.9,223.9,0.1,31,76,77,97,1,0.9,79,0,0,0.8,17,16.9,0.2,0.8,4.8,0.5,41,175.9,17,0.6,33.0
203,wonton soup,71,0.6,0.1,0.2,0.2,11.7,0.8,4.6,0.4,8.9,0.9,203.3,43,80,60,74,43,1.3,0.3,0.2,1.6,0,0.1,58,11.2,41,0.5,6.7,42,40.1,71.4,74,0.3,30692
204,beef stock,31,0.2,3,0.1,5,2.9,1.3,4.7,0,0.0,0.5,230.1,0,44,38,0,0.2,2.1,0,0.1,0,0,48,24,19.2,0.1,0.6,16.8,0,74.4,444,19,0.4,27.6
205,mushroom barley soup,186,5.5,1.1,2.4,1.7,29.3,0,4.6,0,0.0,1.7,258.9,0,9,77,0,0.2,2.1,0.3,0.4,0,0,0,0,30.5,0.5,1.2,21.4,0.3,152.5,231.8,0,1.2,71.1
206,gazpacho soup,70,0.4,8,59,0.1,6.6,2.2,10.7,0.7,0.0,1.1,346,0,58,12,0,91,1.4,0.3,0.2,10.7,0,0.7,41,36.9,0.2,1.5,11.1,1.1,55.4,339.5,19,0.4,67.5
207,beef mushroom soup,186,7.3,3.7,3.1,0.3,15.9,0,14,0.6,15.3,2.2,260.8,0,71,44,35,0.2,2.7,0.6,0.1,0,0,0,0,12.2,0.6,2.1,21.4,0.9,88.5,384.3,0,3.4,52.1
208,chicken rice soup,127,3.2,1,1.4,0.7,13,1.4,12.3,1,12.0,0.9,208.3,47,18,74,51,2,4.1,0.4,12,3.8,0,0.6,84,33.6,0.2,1.9,9.6,0.2,72,108,77,1,68818
209,pepperpot soup,100,4.5,2,2,0.3,9.1,0,6.2,0.5,9.7,0.9,219.8,0,71,20,24,27,1.2,0.3,80,1.2,0,97,0,26.7,0.1,0.9,4.9,0.6,41.3,148.2,0,1.2,49.1
210,vegetable soup,149,4,0.6,1.7,1.5,24.6,7.9,4.3,1.3,0.0,1.3,214,0,0.1,51,0,49,1.9,0.7,0.1,3,0,2.9,41,42.8,0.3,2.2,15.1,0.9,70.6,430.9,88,1,82.2
211,chili beef soup,308,6.7,3.3,2.7,0.2,49.6,13.4,13.4,6.6,26.3,2.1,186.4,0.2,0,0.1,4,67,0.2,2.1,0.6,0.3,8.2,0,2.8,72,86.8,0.8,4.3,50,2.1,297.2,1052.00,1,77607
212,chicken soup,174,6.5,1.9,2.9,1.3,16.9,2.1,12.4,1.5,29.4,0.9,206.1,27,55,72,49,0.2,4.3,0.4,30,1.2,0,0.3,85,24.5,0.2,1.7,7.4,0.2,110.3,171.5,99,1,64716
213,bean with frankfurters soup,188,7,2.1,2.7,1.7,22,0,10,0,12.5,1.1,207.6,0,0.1,38,0,18,1,0.1,0.1,1,0,0,0,87.5,0.4,2.4,47.5,0.8,165,477.5,73,1.2,129.9
214,pea soup,161,2.8,1.4,1,0.4,25.6,8.3,8.3,4.9,0.0,15,219,55,0.1,8,0,74,1.2,0,8,1.6,0,0.2,66,31.1,0.4,1.9,38.9,0,121.7,183.9,41,1.7,76.26
215,turkey soup,135,4.4,1.2,1.8,1.1,14.1,0,10.2,0,9.4,0.9,203.8,0,45,14,79,0.1,3.6,0.9,0.3,6.4,0,0,0,49.6,0.2,1.9,23.6,0.2,103.8,361.1,0,2.1,86.6
216,stockpot soup,201,7.8,1.7,2,3.5,23.1,0,9.8,0,7.7,2.1,211.3,0,2,92,0,0.1,2.5,0.7,0.2,4.1,0,0,0,43.9,0.3,1.8,7.7,0.5,108.4,477.3,0,2.3,90.5
217,hot sour soup,91,2.8,0.5,0.7,0.7,10.1,1,6,1.2,48.9,0.9,211.2,88,32,21,6,30,1.2,0.5,0.1,0,17,0.9,59,44.3,32,1.5,21,0.2,74.6,128.2,84,0.5,65954
218,cheese soup,203,9.7,6.1,2.7,0.3,28,9.3,2,5.5,7.4,1.7,202.6,0.2,23,55,0,0.3,0.8,0.2,34,0,0,1.4,74,89.3,0.2,0.4,29.8,0.5,81.8,91.8,36,0.4,135.1
219,cream of potato soup,186,4.7,2.4,1.1,0.8,32.2,3.6,3.8,3.3,2.5,1.5,215.2,87,12,67,0,96,1.1,1.8,0,0.5,0,0.2,56,42.8,0.5,0.9,32.8,0.8,103.3,415.8,50,0.4,88202
220,bean with bacon soup,106,2.1,1,0.9,0.2,16.4,0.6,5.5,9,2.7,0.9,237.8,0,86,69,0,0.3,0.4,84,99,1.1,0,0.6,9,55.7,0.3,1.3,29.2,0.5,90.1,326,15,0.7,91.1
221,fish stock,40,1.9,0.5,0.5,0.3,0,0,5.3,0,2.3,0.4,225.9,36,9,72,47,0.2,2.8,0.8,86,0.2,0,0.4,0,7,0.1,19,16.3,0.1,130.5,335.5,68,0.1,14488
222,split pea soup with ham,381,8.9,3.5,3.6,1.3,56.2,0,20.7,4.6,16.2,1.7,177.3,0,0.3,41,0,0.2,3,0.5,0.1,3,0,0,0,43.2,0.7,4.6,97.2,1.4,429.3,801.9,81,2.7,141.2
223,beef broth soup,17,0.5,0.3,0.2,49,10,0,2.7,0,0.0,0.9,234.1,0,23,95,72,55,1.9,11,54,0,0,0,0,14.4,0,0.4,4.8,35,31.2,129.6,23,0,18049
224,lentil soup with ham,139,2.8,1.1,1.3,0.3,20.2,0,9.3,0,7.4,1.3,212.7,0,0.2,36,56,0.1,1.4,0.3,0.2,4.2,0,0,0,42.2,0.2,2.7,22.3,0.3,183.5,357.1,11,0.7,81.4
225,tomato soup,98,0.7,0.2,0.2,0.2,22.5,12.2,2.2,1.6,0.0,0.6,119.6,0,44,0,0,76,1.3,0,0.1,19.1,0,0.5,34,19.2,12,0.9,20.7,0.2,45.9,831.8,81,0.3,66.2
226,fish broth,39,1.5,0.3,0.3,0.6,1,0.2,4.9,0,0.0,0.5,234.2,68,0,55,22,89,3.3,0,57,0,0,0.4,94,73.2,0.1,0.5,2.4,0,73.2,209.8,71,0.2,81193
227,chili without beans canned,283,17,5.4,5.9,1.1,14.6,0,18.1,0,50.4,0.9,186.4,0,44,0,39,0.3,3,0.4,0.3,4.3,0,0,0,72,0.5,4.8,48,0.7,184.8,444,43,2.7,130.8
228,minestrone soup,167,5,1.1,1.4,2.2,22.6,3.7,8.6,2,2.5,1.3,204.1,0,0.1,86,0,8,1.9,0.7,0.2,2.2,0,1.1,52,68.9,0.2,1.8,14.8,0.7,113.2,627.3,29,1.5,111.1
229,clam chowder soup,154,4.4,0.8,0.8,2.6,24.5,6.8,4.4,3,5.0,1.8,212.4,51,87,53,65,86,1.6,0.4,0.2,8.1,0,2.6,11,47.9,0.3,3.3,20.2,0.8,83.2,378,57,1.9,95.69
230,tomato vegetable soup,54,0.8,0.4,0.3,54,9.9,2.4,1.9,0.7,0.0,0.3,230.9,0,88,30,0,91,1.2,0.1,95,2.9,0,0.4,79,19.6,0.1,0.6,9.8,0.1,34.3,164.2,60,0.2,36.4
